"Plot Title: Rollinson_D1 "
"#","Time, GMT-05:00","Temp, °F()","Water Content, m³/m³()","Temp, °F()","RH, %()","PAR, uE()"
113,10/01/18 02:24:09 AM,59.401,0.2037,56.858,96.200,1.2
114,10/01/18 03:24:09 AM,59.272,0.2037,56.858,95.700,1.2
115,10/01/18 04:24:09 AM,59.229,0.2037,56.556,95.100,1.2
116,10/01/18 05:24:09 AM,59.142,0.2037,56.599,94.800,1.2
117,10/01/18 06:24:09 AM,59.099,0.2037,56.599,95.100,1.2
118,10/01/18 07:24:09 AM,59.056,0.2037,56.512,95.400,1.2
119,10/01/18 08:24:09 AM,59.014,0.2037,57.117,95.300,3.7
120,10/01/18 09:24:09 AM,59.056,0.2037,58.109,94.900,11.2
121,10/01/18 10:24:09 AM,59.142,0.2037,59.358,92.800,21.2
122,10/01/18 11:24:09 AM,59.315,0.2037,62.019,90.400,48.7
123,10/01/18 12:24:09 PM,59.702,0.2044,65.273,86.700,63.7
124,10/01/18 01:24:09 PM,60.217,0.2044,67.586,84.100,58.7
125,10/01/18 02:24:09 PM,60.690,0.2044,68.657,83.000,43.7
126,10/01/18 03:24:09 PM,61.119,0.2044,70.846,82.300,31.2
127,10/01/18 04:24:09 PM,61.547,0.2044,70.630,82.000,21.2
128,10/01/18 05:24:09 PM,61.848,0.2044,70.115,86.000,8.7
129,10/01/18 06:24:09 PM,62.105,0.2044,68.099,85.500,6.2
130,10/01/18 07:24:09 PM,62.148,0.2044,65.273,88.600,1.2
131,10/01/18 08:24:09 PM,62.105,0.2044,63.775,91.400,1.2
132,10/01/18 09:24:09 PM,61.977,0.2037,64.288,93.000,1.2
133,10/01/18 10:24:09 PM,61.891,0.2044,74.511,87.300,1.2
134,10/01/18 11:24:09 PM,62.191,0.3656,64.546,88.100,1.2
135,10/02/18 12:24:09 AM,63.219,0.3620,64.503,98.900,1.2
136,10/02/18 01:24:09 AM,63.433,0.4107,65.102,99.800,1.2
137,10/02/18 02:24:09 AM,63.347,0.3431,65.959,100.000,1.2
138,10/02/18 03:24:09 AM,63.262,0.3344,65.615,100.000,1.2
139,10/02/18 04:24:09 AM,63.219,0.3293,64.760,100.000,1.2
140,10/02/18 05:24:09 AM,63.176,0.3242,59.486,100.000,1.2
141,10/02/18 06:24:09 AM,62.962,0.3206,58.626,100.000,1.2
142,10/02/18 07:24:09 AM,62.620,0.3170,56.988,100.000,1.2
143,10/02/18 08:24:09 AM,62.319,0.3141,56.642,100.000,3.7
144,10/02/18 09:24:09 AM,62.019,0.3112,56.251,100.000,11.2
145,10/02/18 10:24:09 AM,61.761,0.3090,56.728,99.700,18.7
146,10/02/18 11:24:09 AM,61.633,0.3075,58.195,98.800,26.2
147,10/02/18 12:24:09 PM,61.590,0.3053,58.669,96.100,31.2
148,10/02/18 01:24:09 PM,61.547,0.3046,59.315,95.300,26.2
149,10/02/18 02:24:09 PM,61.590,0.3032,60.132,93.400,31.2
150,10/02/18 03:24:09 PM,61.633,0.3017,60.346,92.300,28.7
151,10/02/18 04:24:09 PM,61.677,0.3003,60.775,91.500,23.7
152,10/02/18 05:24:09 PM,61.720,0.2988,60.904,90.800,18.7
153,10/02/18 06:24:09 PM,61.720,0.2981,59.272,92.400,6.2
154,10/02/18 07:24:09 PM,61.677,0.2974,59.272,94.600,1.2
155,10/02/18 08:24:09 PM,61.547,0.2959,59.272,95.000,1.2
156,10/02/18 09:24:09 PM,61.462,0.2959,59.529,95.100,1.2
157,10/02/18 10:24:09 PM,61.376,0.2952,59.185,96.200,1.2
158,10/02/18 11:24:09 PM,61.333,0.2944,59.272,96.700,1.2
159,10/03/18 12:24:09 AM,61.248,0.2937,58.928,96.800,1.2
160,10/03/18 01:24:09 AM,61.205,0.2930,59.142,96.800,1.2
161,10/03/18 02:24:09 AM,61.119,0.2930,58.798,96.400,1.2
162,10/03/18 03:24:09 AM,61.032,0.2923,58.411,95.900,1.2
163,10/03/18 04:24:09 AM,60.948,0.2915,58.195,96.700,1.2
164,10/03/18 05:24:09 AM,60.861,0.2915,58.798,97.300,1.2
165,10/03/18 06:24:09 AM,60.775,0.2908,61.119,97.900,1.2
166,10/03/18 07:24:09 AM,60.818,0.2908,64.459,97.600,1.2
167,10/03/18 08:24:09 AM,60.991,0.2908,66.643,96.300,3.7
168,10/03/18 09:24:09 AM,61.333,0.2908,70.201,93.500,21.2
169,10/03/18 10:24:09 AM,61.848,0.2901,75.551,88.300,88.7
170,10/03/18 11:24:09 AM,62.834,0.2908,78.427,81.800,103.7
171,10/03/18 12:24:09 PM,63.903,0.2908,81.554,76.800,48.7
172,10/03/18 01:24:09 PM,64.589,0.2901,83.601,69.300,171.2
173,10/03/18 02:24:09 PM,65.273,0.2894,84.497,63.900,118.7
174,10/03/18 03:24:09 PM,65.916,0.2886,85.262,61.300,63.7
175,10/03/18 04:24:09 PM,66.385,0.2879,85.172,57.700,36.2
176,10/03/18 05:24:09 PM,66.686,0.2872,85.127,56.200,18.7
177,10/03/18 06:24:09 PM,66.814,0.2865,84.362,56.800,6.2
178,10/03/18 07:24:09 PM,66.900,0.2857,83.646,56.900,1.2
179,10/03/18 08:24:09 PM,66.943,0.2850,82.620,58.700,1.2
180,10/03/18 09:24:09 PM,66.985,0.2850,81.509,61.200,1.2
181,10/03/18 10:24:09 PM,67.028,0.2836,80.449,64.400,1.2
182,10/03/18 11:24:09 PM,67.071,0.2836,79.788,66.600,1.2
183,10/04/18 12:24:09 AM,67.071,0.2828,79.347,68.300,1.2
184,10/04/18 01:24:09 AM,67.114,0.2828,78.165,71.500,1.2
185,10/04/18 02:24:09 AM,67.114,0.2836,71.404,89.100,1.2
186,10/04/18 03:24:09 AM,67.071,0.2843,70.587,96.200,1.2
187,10/04/18 04:24:09 AM,66.900,0.2843,68.443,95.600,1.2
188,10/04/18 05:24:09 AM,66.686,0.2843,63.005,88.300,1.2
189,10/04/18 06:24:09 AM,66.214,0.2836,60.390,85.400,1.2
190,10/04/18 07:24:09 AM,65.615,0.2828,58.325,87.100,1.2
191,10/04/18 08:24:09 AM,65.017,0.2821,55.776,85.300,8.7
192,10/04/18 09:24:09 AM,64.459,0.2821,56.035,83.100,28.7
193,10/04/18 10:24:09 AM,63.990,0.2814,54.255,77.100,61.2
194,10/04/18 11:24:09 AM,63.604,0.2806,55.515,74.500,126.2
195,10/04/18 12:24:09 PM,63.433,0.2806,55.602,73.500,63.7
196,10/04/18 01:24:09 PM,63.133,0.2799,55.558,71.300,231.2
197,10/04/18 02:24:09 PM,62.834,0.2792,55.168,70.900,96.2
198,10/04/18 03:24:09 PM,62.533,0.2792,54.648,70.000,51.2
199,10/04/18 04:24:09 PM,62.276,0.2785,54.037,72.100,28.7
200,10/04/18 05:24:09 PM,61.977,0.2785,53.253,73.100,16.2
201,10/04/18 06:24:09 PM,61.590,0.2777,51.544,75.200,3.7
202,10/04/18 07:24:09 PM,61.162,0.2770,50.886,77.000,1.2
203,10/04/18 08:24:09 PM,60.733,0.2770,50.576,79.200,1.2
204,10/04/18 09:24:09 PM,60.346,0.2763,50.092,82.200,1.2
205,10/04/18 10:24:09 PM,60.089,0.2763,50.180,84.600,1.2
206,10/04/18 11:24:09 PM,59.830,0.2763,50.664,88.000,1.2
207,10/05/18 12:24:09 AM,59.659,0.2756,53.035,88.300,1.2
208,10/05/18 01:24:09 AM,59.616,0.2756,55.733,81.900,1.2
209,10/05/18 02:24:09 AM,59.616,0.2756,55.515,77.600,1.2
210,10/05/18 03:24:09 AM,59.659,0.2756,54.865,81.500,1.2
211,10/05/18 04:24:09 AM,59.659,0.2748,55.429,82.900,1.2
212,10/05/18 05:24:09 AM,59.616,0.2748,55.386,82.300,1.2
213,10/05/18 06:24:09 AM,59.529,0.3765,52.686,91.200,1.2
214,10/05/18 07:24:09 AM,58.928,0.3627,53.298,97.700,1.2
215,10/05/18 08:24:09 AM,58.755,0.3620,53.908,98.700,1.2
216,10/05/18 09:24:09 AM,58.669,0.3496,54.820,99.100,3.7
217,10/05/18 10:24:09 AM,58.755,0.3395,56.208,99.300,6.2
218,10/05/18 11:24:09 AM,58.928,0.3344,58.109,99.400,13.7
219,10/05/18 12:24:09 PM,59.185,0.3308,59.401,99.100,21.2
220,10/05/18 01:24:09 PM,59.486,0.3271,59.959,99.100,13.7
221,10/05/18 02:24:09 PM,59.745,0.3250,61.547,99.800,18.7
222,10/05/18 03:24:09 PM,60.046,0.3235,62.406,99.800,13.7
223,10/05/18 04:24:09 PM,60.346,0.3213,62.875,99.100,8.7
224,10/05/18 05:24:09 PM,60.604,0.3199,63.048,98.200,6.2
225,10/05/18 06:24:09 PM,60.775,0.3191,62.447,98.600,1.2
226,10/05/18 07:24:09 PM,60.948,0.3177,62.748,99.400,1.2
227,10/05/18 08:24:09 PM,61.075,0.3170,62.490,99.200,1.2
228,10/05/18 09:24:09 PM,61.162,0.3271,62.362,99.900,1.2
229,10/05/18 10:24:09 PM,61.290,0.3954,63.990,100.000,1.2
230,10/05/18 11:24:09 PM,61.462,0.3504,64.117,100.000,1.2
231,10/06/18 12:24:09 AM,61.633,0.3584,63.862,100.000,1.2
232,10/06/18 01:24:09 AM,61.761,0.3446,63.862,100.000,1.2
233,10/06/18 02:24:09 AM,61.891,0.3438,64.074,100.000,1.2
234,10/06/18 03:24:09 AM,61.977,0.3395,64.033,100.000,1.2
235,10/06/18 04:24:09 AM,62.062,0.3358,64.375,100.000,1.2
236,10/06/18 05:24:09 AM,62.148,0.3322,63.604,99.900,1.2
237,10/06/18 06:24:09 AM,62.233,0.3489,64.375,100.000,1.2
238,10/06/18 07:24:09 AM,62.319,0.3533,64.418,100.000,1.2
239,10/06/18 08:24:09 AM,62.406,0.3424,66.173,100.000,3.7
240,10/06/18 09:24:09 AM,62.577,0.3380,67.885,100.000,18.7
241,10/06/18 10:24:09 AM,62.834,0.3337,68.142,100.000,38.7
242,10/06/18 11:24:09 AM,63.219,0.3308,68.356,100.000,38.7
243,10/06/18 12:24:09 PM,63.518,0.3293,63.475,99.000,18.7
244,10/06/18 01:24:09 PM,63.604,0.3279,60.690,99.900,13.7
245,10/06/18 02:24:09 PM,63.390,0.3257,60.089,99.800,26.2
246,10/06/18 03:24:09 PM,63.219,0.3235,60.303,98.600,31.2
247,10/06/18 04:24:09 PM,63.048,0.3228,59.830,97.400,16.2
248,10/06/18 05:24:09 PM,62.834,0.3213,59.185,97.300,3.7
249,10/06/18 06:24:09 PM,62.620,0.3191,57.506,95.900,1.2
250,10/06/18 07:24:09 PM,62.362,0.3177,56.685,94.900,1.2
251,10/06/18 08:24:09 PM,62.062,0.3170,56.340,93.000,1.2
252,10/06/18 09:24:09 PM,61.761,0.3162,55.863,93.100,1.2
253,10/06/18 10:24:09 PM,61.547,0.3155,55.558,93.700,1.2
254,10/06/18 11:24:09 PM,61.290,0.3148,55.125,93.000,1.2
255,10/07/18 12:24:09 AM,61.075,0.3133,55.299,92.800,1.2
256,10/07/18 01:24:09 AM,60.861,0.3133,56.165,93.400,1.2
257,10/07/18 02:24:09 AM,60.733,0.3126,55.342,93.100,1.2
258,10/07/18 03:24:09 AM,60.604,0.3133,54.777,97.300,1.2
259,10/07/18 04:24:09 AM,60.474,0.3148,54.995,99.000,1.2
260,10/07/18 05:24:09 AM,60.346,0.3148,55.733,100.000,1.2
261,10/07/18 06:24:09 AM,60.303,0.3148,55.819,100.000,1.2
262,10/07/18 07:24:09 AM,60.217,0.3148,55.776,100.000,1.2
263,10/07/18 08:24:09 AM,60.174,0.3141,56.208,100.000,1.2
264,10/07/18 09:24:09 AM,60.174,0.3141,56.642,100.000,3.7
265,10/07/18 10:24:09 AM,60.132,0.3148,56.988,100.000,8.7
266,10/07/18 11:24:09 AM,60.174,0.3170,57.506,100.000,21.2
267,10/07/18 12:24:09 PM,60.217,0.3162,58.109,100.000,16.2
268,10/07/18 01:24:09 PM,60.303,0.3162,58.195,99.800,23.7
269,10/07/18 02:24:09 PM,60.390,0.3148,57.893,99.300,18.7
270,10/07/18 03:24:09 PM,60.433,0.3141,57.936,99.300,16.2
271,10/07/18 04:24:09 PM,60.474,0.3141,57.376,99.100,13.7
272,10/07/18 05:24:09 PM,60.474,0.3133,57.679,99.400,6.2
273,10/07/18 06:24:09 PM,60.433,0.3126,58.152,99.400,3.7
274,10/07/18 07:24:09 PM,60.390,0.3126,58.325,99.700,1.2
275,10/07/18 08:24:09 PM,60.390,0.3119,58.582,100.000,1.2
276,10/07/18 09:24:09 PM,60.390,0.3119,59.185,100.000,1.2
277,10/07/18 10:24:09 PM,60.433,0.4041,59.788,100.000,1.2
278,10/07/18 11:24:09 PM,60.390,0.3794,59.745,100.000,1.2
279,10/08/18 12:24:09 AM,60.433,0.3569,60.775,100.000,1.2
280,10/08/18 01:24:09 AM,60.517,0.3584,62.191,100.000,1.2
281,10/08/18 02:24:09 AM,60.690,0.3591,62.919,100.000,1.2
282,10/08/18 03:24:09 AM,60.861,0.3475,63.433,100.000,1.2
283,10/08/18 04:24:09 AM,61.075,0.3431,63.648,100.000,1.2
284,10/08/18 05:24:09 AM,61.205,0.3373,63.475,100.000,1.2
285,10/08/18 06:24:09 AM,61.290,0.3344,64.803,100.000,1.2
286,10/08/18 07:24:09 AM,61.419,0.3322,65.745,100.000,1.2
287,10/08/18 08:24:09 AM,61.633,0.3308,66.900,100.000,6.2
288,10/08/18 09:24:09 AM,61.977,0.3293,68.614,100.000,18.7
289,10/08/18 10:24:09 AM,62.362,0.3293,70.930,99.700,56.2
290,10/08/18 11:24:09 AM,62.834,0.3279,73.256,96.200,66.2
291,10/08/18 12:24:09 PM,63.433,0.3264,77.117,91.200,68.7
292,10/08/18 01:24:09 PM,64.161,0.3250,79.831,82.700,138.7
293,10/08/18 02:24:09 PM,64.931,0.3235,80.845,76.000,111.2
294,10/08/18 03:24:09 PM,65.574,0.3220,81.687,70.700,83.7
295,10/08/18 04:24:09 PM,65.959,0.3199,82.441,65.000,36.2
296,10/08/18 05:24:09 PM,66.173,0.3184,81.554,61.700,26.2
297,10/08/18 06:24:09 PM,66.258,0.3170,79.084,62.800,6.2
298,10/08/18 07:24:09 PM,66.214,0.3155,76.636,67.000,1.2
299,10/08/18 08:24:09 PM,66.087,0.3148,74.813,71.600,1.2
300,10/08/18 09:24:09 PM,65.959,0.3141,72.912,76.100,1.2
301,10/08/18 10:24:09 PM,65.829,0.3126,72.739,78.200,1.2
302,10/08/18 11:24:09 PM,65.701,0.3126,72.739,79.500,1.2
303,10/09/18 12:24:09 AM,65.574,0.3119,72.351,80.700,1.2
304,10/09/18 01:24:09 AM,65.530,0.3112,72.826,81.900,1.2
305,10/09/18 02:24:09 AM,65.487,0.3112,71.964,82.800,1.2
306,10/09/18 03:24:09 AM,65.487,0.3104,71.146,84.800,1.2
307,10/09/18 04:24:09 AM,65.487,0.3097,70.759,87.200,1.2
308,10/09/18 05:24:09 AM,65.444,0.3097,70.630,89.000,1.2
309,10/09/18 06:24:09 AM,65.444,0.3090,69.901,90.900,1.2
310,10/09/18 07:24:09 AM,65.444,0.3090,69.685,92.400,1.2
311,10/09/18 08:24:09 AM,65.403,0.3090,71.404,92.600,6.2
312,10/09/18 09:24:09 AM,65.487,0.3082,74.163,89.500,23.7
313,10/09/18 10:24:09 AM,65.745,0.3082,76.289,85.700,163.7
314,10/09/18 11:24:09 AM,66.214,0.3082,79.173,80.100,263.7
315,10/09/18 12:24:09 PM,66.814,0.3075,81.199,74.900,63.7
316,10/09/18 01:24:09 PM,67.372,0.3068,82.085,70.400,221.2
317,10/09/18 02:24:09 PM,67.842,0.3068,83.779,65.300,116.2
318,10/09/18 03:24:09 PM,68.270,0.3061,82.665,62.400,53.7
319,10/09/18 04:24:09 PM,68.400,0.3046,76.464,64.600,36.2
320,10/09/18 05:24:09 PM,68.400,0.3046,75.594,82.000,16.2
321,10/09/18 06:24:09 PM,68.270,0.3039,75.463,86.200,6.2
322,10/09/18 07:24:09 PM,68.142,0.3039,76.071,83.200,1.2
323,10/09/18 08:24:09 PM,68.013,0.3032,76.158,78.100,1.2
324,10/09/18 09:24:09 PM,67.842,0.3032,75.594,74.900,1.2
325,10/09/18 10:24:09 PM,67.714,0.3024,75.247,75.000,1.2
326,10/09/18 11:24:09 PM,67.586,0.3024,74.813,75.500,1.2
327,10/10/18 12:24:09 AM,67.456,0.3017,74.424,76.800,1.2
328,10/10/18 01:24:09 AM,67.372,0.3010,73.515,77.100,1.2
329,10/10/18 02:24:09 AM,67.242,0.3010,72.523,79.100,1.2
330,10/10/18 03:24:09 AM,67.114,0.3003,72.178,81.000,1.2
331,10/10/18 04:24:09 AM,66.985,0.3003,71.447,81.500,1.2
332,10/10/18 05:24:09 AM,66.857,0.2995,70.329,83.700,1.2
333,10/10/18 06:24:09 AM,66.729,0.2995,69.643,85.500,1.2
334,10/10/18 07:24:09 AM,66.600,0.2995,69.300,86.400,1.2
335,10/10/18 08:24:09 AM,66.472,0.2995,69.771,86.300,8.7
336,10/10/18 09:24:09 AM,66.385,0.2988,70.930,85.600,18.7
337,10/10/18 10:24:09 AM,66.385,0.2988,71.060,87.000,11.2
338,10/10/18 11:24:09 AM,66.472,0.2981,72.567,87.800,33.7
339,10/10/18 12:24:09 PM,66.600,0.2981,72.307,88.400,28.7
340,10/10/18 01:24:09 PM,66.772,0.3017,70.673,95.600,28.7
341,10/10/18 02:24:09 PM,66.943,0.3751,69.557,97.800,8.7
342,10/10/18 03:24:09 PM,67.242,0.3635,66.857,98.100,16.2
343,10/10/18 04:24:09 PM,67.071,0.3475,67.842,98.300,31.2
344,10/10/18 05:24:09 PM,66.985,0.3417,68.999,96.300,23.7
345,10/10/18 06:24:09 PM,66.943,0.3366,68.227,92.200,3.7
346,10/10/18 07:24:09 PM,66.814,0.3329,66.043,92.100,1.2
347,10/10/18 08:24:09 PM,66.600,0.3300,61.376,86.600,1.2
348,10/10/18 09:24:09 PM,66.130,0.3271,57.074,83.800,1.2
349,10/10/18 10:24:09 PM,65.487,0.3250,53.384,86.600,1.2
350,10/10/18 11:24:09 PM,64.760,0.3228,52.423,85.400,1.2
351,10/11/18 12:24:09 AM,64.074,0.3206,51.062,84.000,1.2
352,10/11/18 01:24:09 AM,63.433,0.3191,49.428,81.900,1.2
353,10/11/18 02:24:09 AM,62.791,0.3184,47.647,78.800,1.2
354,10/11/18 03:24:09 AM,62.191,0.3170,47.334,78.100,1.2
355,10/11/18 04:24:09 AM,61.590,0.3155,47.199,77.500,1.2
356,10/11/18 05:24:09 AM,61.032,0.3148,46.031,78.500,1.2
357,10/11/18 06:24:09 AM,60.561,0.3133,43.579,79.800,1.2
358,10/11/18 07:24:09 AM,60.046,0.3126,43.351,79.800,1.2
359,10/11/18 08:24:09 AM,59.572,0.3119,42.433,79.100,6.2
360,10/11/18 09:24:09 AM,59.099,0.3112,43.259,77.400,28.7
361,10/11/18 10:24:09 AM,58.755,0.3104,44.946,75.800,226.2
362,10/11/18 11:24:09 AM,58.712,0.3097,45.624,72.700,198.7
363,10/11/18 12:24:09 PM,58.755,0.3090,46.661,70.000,71.2
364,10/11/18 01:24:09 PM,58.669,0.3082,46.436,68.000,78.7
